Id,SalePrice
1461,119157.13594261385
1462,120851.67044539656
1463,168218.02344464912
1464,195638.18856968114
1465,181909.36779836554
1466,176623.7217265988
1467,197373.49941004073
1468,172675.46155989048
1469,198148.4373951276
1470,118558.88982167524
1471,196833.8010410585
1472,109976.0546017213
1473,100460.71316602963
1474,156892.2856215976
1475,123095.89724177684
1476,318484.35287004133
1477,237141.25862064018
1478,278340.25390041247
1479,261342.23736406886
1480,420204.19753390446
1481,296528.6662696075
1482,200837.59814840741
1483,167684.52796280946
1484,163146.33403655747
1485,206221.5875164524
1486,205762.824312792
1487,312027.98037898575
1488,250903.9854006399
1489,174727.30557447777
1490,218135.08351175045
1491,195873.8690841392
1492,96763.08349817614
1493,226547.51667202925
1494,290700.72495103494
1495,286634.06611325644
1496,209214.89570559078
1497,163752.58949725574
1498,153138.32956979386
1499,165514.29274611728
1500,152615.87501615915
1501,156793.72848919715
1502,150264.82284656123
1503,289383.77371963975
1504,247224.2615921002
1505,220811.94374728025
1506,186511.38619411783
1507,237923.4657701814
1508,186613.855987528
1509,157927.79930291808
1510,136886.4525527416
1511,138885.35476791547
1512,168421.97851601522
1513,143553.34972564204
1514,144223.8631649951
1515,190893.2044484248
1516,147694.40251581726
1517,157354.34294451724
1518,127302.78263615971
1519,214415.8358715476
1520,119207.40943741273
1521,112174.68967671554
1522,187012.99924383927
1523,96403.72754954832
1524,113861.55675644234
1525,109931.19060990261
1526,97968.63421289214
1527,104614.24222274727
1528,153898.86676514646
1529,131846.1201470637
1530,221070.76541565853
1531,113597.22402168835
1532,107005.88358904068
1533,150695.69610440795
1534,128144.79251871994
1535,143778.91502593592
1536,107515.65850235737
1537,74407.79194203483
1538,168862.5052742646
1539,193703.662532633
1540,84615.63554284818
1541,139644.66054755196
1542,131167.3985867211
1543,175238.41509638462
1544,97095.98157401048
1545,126609.85195073223
1546,144059.87965203857
1547,136120.67646809647
1548,134428.53185749808
1549,121009.47833092157
1550,126908.80166707623
1551,123712.11924769414
1552,133682.77221624722
1553,139598.75964589688
1554,127233.45436065503
1555,144257.46564657142
1556,93157.75268991015
1557,86039.5480562443
1558,102659.41707932977
1559,77522.7292295974
1560,120570.95393496362
1561,113712.83438235818
1562,133393.16905084936
1563,116735.56589576017
1564,153257.52764436285
1565,146396.34797884923
1566,242404.1876868122
1567,84377.84104779277
1568,204098.9888336374
1569,106422.51224541964
1570,149215.36826740098
1571,125357.54860414611
1572,139327.97221547746
1573,232532.74728940718
1574,118999.59808728761
1575,224939.64740451874
1576,257294.39095280453
1577,183871.15970879
1578,135356.084205311
1579,135163.94950967276
1580,202440.0608853829
1581,159810.25356981164
1582,132987.0635009075
1583,316870.78022871324
1584,226608.19870458706
1585,141125.05940148805
1586,86081.40087320335
1587,109027.01851574237
1588,141657.86878945667
1589,104829.06024241772
1590,140879.4489180314
1591,85688.10796209855
1592,118569.13595463101
1593,141055.136393572
1594,123536.12758281516
1595,97164.49838569775
1596,201028.17081611845
1597,155460.51541456432
1598,204374.20171495315
1599,187832.87929308385
1600,178488.24455069596
1601,67770.93550108535
1602,114940.02511700407
1603,91290.06709973452
1604,246842.31547858243
1605,270178.7539326427
1606,174334.97250880822
1607,173013.30145741007
1608,232766.84731190297
1609,182054.23264010393
1610,155095.67280300116
1611,148003.1826564078
1612,158757.01685822004
1613,172756.00593067595
1614,133314.32651362062
1615,92608.47821987732
1616,80631.1522768238
1617,98611.91172362985
1618,124862.9120277729
1619,152572.56774225473
1620,166062.64377288628
1621,137120.06368837078
1622,136480.38873818645
1623,286935.3536754864
1624,199909.36108893406
1625,115168.99086943714
1626,178756.53296765516
1627,186026.4077712737
1628,282478.7417039843
1629,190503.14955796112
1630,299780.3032823464
1631,202361.7862381674
1632,214432.86031487837
1633,189682.479193401
1634,196780.28358430773
1635,188249.53231664904
1636,167725.45106408303
1637,189290.26246691123
1638,206803.7713448506
1639,189935.8195394085
1640,255555.31253779161
1641,181770.64430609468
1642,227468.59255580028
1643,223473.76406349512
1644,234662.65904701984
1645,241296.86767298993
1646,171609.34162363628
1647,169745.4928221072
1648,128894.92365145544
1649,137714.03940078834
1650,124900.8078198292
1651,127331.20043225022
1652,116881.00811477269
1653,121865.71047117427
1654,154937.68807499085
1655,153826.7181573408
1656,148283.2622137598
1657,158109.67977014516
1658,151314.57275605082
1659,132894.55578140338
1660,147351.80693772392
1661,432733.34038519755
1662,352736.8336290434
1663,333341.9309753119
1664,505456.41943540843
1665,291517.5268655114
1666,298439.42871990957
1667,342908.6095539962
1668,322354.4768696741
1669,295024.6330219225
1670,319840.33240905014
1671,238917.12403870083
1672,394311.68423348013
1673,296688.02200191084
1674,254963.71128196394
1675,172256.7270380553
1676,180256.89322333143
1677,200516.15628768565
1678,413530.82793215755
1679,324480.2108039306
1680,272855.2041836271
1681,225138.58798405796
1682,280019.0623263614
1683,184555.18095274587
1684,201803.82841997905
1685,181786.4653382567
1686,175511.5456772967
1687,188964.52560796725
1688,203949.43977055207
1689,208052.798440234
1690,215137.29760669763
1691,207570.9998100236
1692,282340.8730936154
1693,179823.18718001223
1694,194767.9878066896
1695,185084.5402837818
1696,283683.2354135948
1697,193301.57045916867
1698,354945.4506844262
1699,307805.85629411414
1700,245731.22305887408
1701,261401.00491522116
1702,250330.75548629367
1703,268147.12581751123
1704,279840.83776157285
1705,230852.72348338866
1706,396109.5717513209
1707,188846.90502734433
1708,197052.07915463392
1709,273849.57361294917
1710,216620.9490023778
1711,279428.0447681486
1712,244565.750098315
1713,262317.9197281707
1714,217452.3156586121
1715,202918.73842814902
1716,185689.29785104556
1717,196834.40349026892
1718,133289.12675585764
1719,196572.47848407354
1720,238309.2349664915
1721,182909.66986727208
1722,124287.60676224958
1723,163991.13086373635
1724,208629.93827272122
1725,236088.25571414895
1726,187156.4296865687
1727,144695.53980205936
1728,197155.18859532254
1729,166562.9373407237
1730,180906.44512256925
1731,128051.10885838898
1732,125467.88687101202
1733,108711.78622759624
1734,116578.2155045149
1735,138808.68949446542
1736,114733.71273230755
1737,377905.0275559723
1738,252552.06915642825
1739,262659.3743660165
1740,181227.79930461393
1741,173408.8674776083
1742,158664.54667170608
1743,178889.55083478123
1744,310980.787404821
1745,196896.99881025744
1746,211928.45381961425
1747,225312.8000844704
1748,227597.9695627005
1749,150538.3664443021
1750,136953.59958466285
1751,269968.9763120055
1752,113752.74506059234
1753,142889.3866986145
1754,216120.03677577907
1755,150350.91503270768
1756,142671.44663266552
1757,113148.59706575544
1758,143973.80388675182
1759,167314.0125282718
1760,172205.51439504535
1761,160761.19345870303
1762,168577.72492900514
1763,166337.6339369936
1764,110452.77732190392
